head,tail,expected_relation,predicted_relation
3450018,3096960,hypernym,member of domain usage
4120093,3183080,hypernym,member of domain usage
8722645,9399592,instance hypernym,member meronym
8860123,470966,member of domain region,member meronym
630380,5835162,derivationally related form,member of domain region
2128873,10633450,derivationally related form,member of domain usage
9819291,6097775,derivationally related form,hypernym
5651971,2108665,derivationally related form,instance hypernym
6797169,772640,derivationally related form,member meronym
931467,932161,verb group,derivationally related form
9102016,9103648,has part,member of domain region
1673668,1682920,member meronym,instance hypernym
2575082,752431,derivationally related form,derivationally related form
1931768,815173,derivationally related form,member of domain usage
272391,5677504,derivationally related form,hypernym
1930874,1224744,hypernym,member of domain region
2155448,5225602,hypernym,member of domain region
592535,10104209,derivationally related form,hypernym
1577093,277811,derivationally related form,hypernym
8161068,2400760,derivationally related form,hypernym
3186399,1693453,derivationally related form,member of domain region
2269767,2269143,hypernym,member of domain usage
1354405,1354006,hypernym,Hypernym
2761696,3316406,hypernym,member meronym
1876180,1876326,member meronym,Hypernym
439343,5058140,derivationally related form,Member of domain usage.
4146050,2913152,hypernym,member meronym
14439447,2547225,derivationally related form,hypernym
1730384,1729431,hypernym,hypernym
7513508,26192,hypernym,instance hypernym
2117649,2106506,hypernym,hypernym
2485631,3491724,derivationally related form,member of domain region
724492,5982915,derivationally related form,hypernym
8018189,759694,synset domain topic of,instance hypernym
5573602,5580416,hypernym,member of domain
3473966,2756098,hypernym,hyponym
6920010,6907728,hypernym,Derivationally related form
1370561,1400044,hypernym,hypernym
1665541,1663401,hypernym,hypernym
2686625,1212230,verb group,hypernym
5098942,5090441,hypernym,hypernym
11804604,11815194,member meronym,has part
2725367,3740161,hypernym,hypernym
6295235,4356056,member of domain usage,hypernym
3509025,2333358,derivationally related form,member of domain topic of
2636516,2203362,hypernym,hypernym
14986004,287560,derivationally related form,member of domain usage
26385,13549488,derivationally related form,hypernym
12812665,11579418,hypernym,Hypernym
900726,1688771,derivationally related form,hypernym
14997888,14868564,hypernym,member of domain usage
8293982,8305942,member meronym,hypernym
12698905,11585340,hypernym,Hypernym.
10734963,3612965,derivationally related form,member meronym
11659068,11659248,member meronym,member of domain
13994148,13991823,hypernym,hypernym
838043,10201535,derivationally related form,Derivationally related form
6183899,10705615,derivationally related form,Hypernym
2698944,7108123,derivationally related form,derivationally related form
8725454,8633957,instance hypernym,hypernym
7939159,2066304,derivationally related form,member meronym
1831519,1833283,member meronym,instance hypernym
12039743,12045695,member meronym,member of domain region
9758643,2516594,derivationally related form,derivationally related form
821580,821765,verb group,hypernym
30010,7128060,derivationally related form,member of domain region
326619,246940,derivationally related form,hypernym
2234087,9784707,derivationally related form,hypernym
1787835,1767661,hypernym,has part
8032594,759694,synset domain topic of,instance hypernym
2895154,2740764,hypernym,hypernym
1084331,464894,synset domain topic of,member of domain region
2225959,2227773,member meronym,hypernym
2041678,1060198,derivationally related form,Derivationally related form
7030718,7028373,hypernym,hypernym
7993109,7951464,hypernym,member of domain region
11472699,11428023,hypernym,hypernym
2575766,2580055,member meronym,member of domain region
10122441,9972661,hypernym,hypernym
1348075,1347583,hypernym,hypernym
7986771,5778131,synset domain topic of,member of domain
1447868,1675780,also see,derivationally related form
12892226,12898959,member meronym,hypernym
8522872,8521816,hypernym,member of domain region
10829450,10020890,instance hypernym,hypernym
1788730,8102555,hypernym,member of domain region
192836,10056103,derivationally related form,Derivationally related form
389638,224901,hypernym,Derivationally related form
6248693,5996646,hypernym,Hypernym.
11852255,11573660,hypernym,instance hypernym
1872635,1872772,member meronym,member of domain region
9140148,8605261,has part,member of domain region
10018861,10677271,hypernym,hypernym
2923129,2727825,hypernym,hypernym
9275473,8813978,has part,member meronym
6880664,135285,derivationally related form,instance hypernym
897746,10207831,derivationally related form,member of domain region
1409523,1405044,hypernym,derivationally related form
1467370,8565701,derivationally related form,member meronym
9425607,1513838,derivationally related form,also see
1031256,318186,derivationally related form,member meronym
2658670,1432517,hypernym,member meronym
305846,7116304,derivationally related form,Derivationally related form
222135,264529,derivationally related form,hypernym
1723259,1656813,hypernym,Hypernym
1344963,922594,also see,synset domain topic of
13124654,2652590,derivationally related form,hypernym
1277974,3376279,derivationally related form,Derivationally related form
11894173,11894770,member meronym,hypernym
8740875,8742743,has part,member of domain region
9631,10054,hypernym,similar to
1408383,1408547,member meronym,instance hypernym
1709278,1657723,hypernym,instance hypernym
8860123,5689109,member of domain region,member of domain usage
13448778,13518963,hypernym,"hypernym, also see"
3826,1740,hypernym,member of domain region
2467003,2467203,verb group,Derivationally related form
1019524,1018630,hypernym,hypernym
4634540,857923,derivationally related form,hypernym
6028904,6027264,hypernym,hypernym
1484982,452512,hypernym,Derivationally related form
1765392,1764800,hypernym,derivationally related form
358431,9488259,derivationally related form,derivationally related form
10252354,13950812,hypernym,member of domain usage
2222718,2224323,member meronym,member of domain usage
14514805,14514039,hypernym,hypernym
1813668,7527817,derivationally related form,Hypernym
12954185,12954353,member meronym,member of domain region
6838543,6828818,hypernym,member meronym
10644179,1230350,derivationally related form,derivationally related form
8506641,8673395,hypernym,member meronym
650353,618878,hypernym,hypernym
120202,1965156,derivationally related form,member of domain usage
98385,97504,hypernym,member of domain usage
1726960,1729838,member meronym,Member of domain region
12005500,11579418,hypernym,hypernym
903385,806049,hypernym,derivationally related form
559919,4992570,derivationally related form,member of domain region
2258600,1076793,also see,synset
162632,1021420,derivationally related form,member of domain usage
10488016,6055946,derivationally related form,hypernym
10435,13615,verb group,synset domain topic of
12800832,12800586,hypernym,in the synset domain
13456071,573247,derivationally related form,derivationally related form
378479,2761685,derivationally related form,derivationally related form
12163649,12164065,member meronym,hypernym
6363778,6349220,hypernym,hypernym
10310903,7846,hypernym,member of domain usage
4160586,2691156,hypernym,member meronym
10089615,2527431,derivationally related form,Derivationally related form
4567222,3720163,hypernym,member of domain region
1407904,464894,synset domain topic of,member of domain usage
1315581,2533075,derivationally related form,hypernym
4990525,4990220,hypernym,member of domain region
593669,5781145,derivationally related form,hypernym
3421768,8199025,synset domain topic of,member of domain usage
1072780,1182293,derivationally related form,hypernym
2238743,1759182,hypernym,member of domain region
9117351,9453288,has part,member meronym
6232880,6224136,hypernym,hypernym
614057,10007109,derivationally related form,member of domain usage
296178,999787,derivationally related form,hypernym
812580,9997404,derivationally related form,Instance hypernym
7560903,7560652,hypernym,member of domain usage
2494356,2495038,hypernym,member of domain region
6822198,983333,derivationally related form,member of domain usage
1771966,1342529,hypernym,Member of domain region
6688522,2356567,derivationally related form,derivationally related form
5519085,5520699,has part,member of domain usage
12396924,2949691,has part,hypernym
9911849,4878646,derivationally related form,Hypernym
1089137,1088923,hypernym,member of domain region
367685,146856,derivationally related form,instance hypernym
1126051,7298154,derivationally related form,Derivationally related form
12150447,12149751,hypernym,member of domain region
14319454,14299637,hypernym,member of domain region
13751829,13745420,hypernym,instance hypernym
1627947,1627355,hypernym,hypernym
2434238,8008335,derivationally related form,hypernym
1454636,4495843,derivationally related form,member meronym
9282724,511855,derivationally related form,derivationally related form
11705921,11706325,member meronym,hypernym
11322178,10599806,instance hypernym,instance hypernym
673710,176618,derivationally related form,derivationally related form
2491107,2490219,hypernym,hypernym
11692952,11739530,member meronym,member of domain region
392950,1351170,derivationally related form,similar to
12134025,12141495,hypernym,hypernym
1743217,10413834,derivationally related form,hypernym
11766609,11773860,member meronym,member of domain region
4429756,3082979,synset domain topic of,member of domain usage
1745536,652659,derivationally related form,hypernym
12759496,11567411,hypernym,hypernym
8025497,8392137,instance hypernym,hypernym
82714,78760,hypernym,member of domain usage
15015501,504901,derivationally related form,hypernym
2460684,1864707,hypernym,member of domain region
883226,7229530,derivationally related form,hypernym
9904057,10372373,hypernym,member of domain usage
11651259,11653323,member meronym,member of synset domain topic of
1313411,214951,hypernym,derive
9049303,9112282,has part,member meronym
7990956,1503061,member meronym,member of domain region
1023820,2372605,derivationally related form,hypernym
4119892,2362798,derivationally related form,member meronym
119873,109660,hypernym,Hypernym
13140699,13143930,member meronym,member of domain region
13289845,13384557,hypernym,member meronym
1487311,2924023,derivationally related form,derivationally related form
775943,796886,hypernym,hypernym
15224293,8441203,synset domain topic of,derivation
2446352,2445715,hypernym,member of domain
2418872,638981,also see,hypernym
827379,1271189,derivationally related form,Derivationally related form
9934921,13384557,derivationally related form,hypernym
1726390,1751621,member meronym,instance hypernym
945401,407535,hypernym,member of domain region
8860123,10525878,member of domain region,hypernym
549472,549284,hypernym,member of domain region
3457793,3461119,hypernym,hypernym
5088804,5083328,hypernym,member of domain region
1733213,543233,synset domain topic of,hypernym
2249018,6356515,derivationally related form,hypernym
6990000,6986558,hypernym,hypernym
5706954,5706629,hypernym,hypernym
535844,7829412,derivationally related form,member meronym
8163273,8163792,hypernym,hypernym
2950482,3467984,hypernym,hypernym
10084295,15147330,derivationally related form,instance hypernym
366691,4975340,derivationally related form,member of domain region
11864602,11565385,hypernym,Hypernym
10386071,7846,hypernym,hypernym
2499178,1864707,hypernym,hypernym
3350602,454237,synset domain topic of,hypernym
505151,126264,hypernym,similar to
8594886,8199025,synset domain topic of,hypernym
8730550,9316454,instance hypernym,member meronym
4635631,4616059,hypernym,similar to
12546015,12546962,member meronym,hypernym
2067100,2067240,member meronym,hypernym
7398097,2186506,derivationally related form,derivationally related form
1877620,1835496,hypernym,member meronym
3598151,3381776,hypernym,hypernym
2547225,14440137,derivationally related form,hypernym
552253,126264,hypernym,derivationally related form
2129709,5656537,derivationally related form,member of domain region
8293982,8008335,hypernym,hypernym
9767197,1095899,derivationally related form,hypernym
7118002,951206,derivationally related form,derivationally related form
8842258,9203827,instance hypernym,member meronym
13949576,2099774,derivationally related form,hypernym
1775879,1781274,member meronym,hypernym
14947807,523436,derivationally related form,derivationally related form
10268629,8375526,derivationally related form,member meronym
12646950,13112664,hypernym,Hypernym
13444131,13446390,hypernym,hypernym
1683724,1656813,hypernym,member of domain region
607405,5996646,derivationally related form,member of domain usage
5075602,2333689,derivationally related form,hypernym
10433164,1941093,derivationally related form,member of domain region
9409203,2684,hypernym,member of domain
2271740,1759182,hypernym,hypernym
12619306,12623368,member meronym,instance hypernym
10384214,6073494,derivationally related form,Member of domain region
422551,421437,hypernym,Hypernym
354634,1859221,hypernym,hypernym
1485158,1103788,derivationally related form,member meronym
1401772,1400044,hypernym,hypernym
5313535,5254795,hypernym,member of domain usage
3196324,3082979,hypernym,hypernym
3894051,3003730,hypernym,has part
3004824,3024064,has part,member meronym
1109863,959992,derivationally related form,member of domain usage
1453433,2677797,also see,derivationally related form
14084880,14052403,hypernym,member of domain usage
471277,557588,hypernym,member of domain region
11799732,11800236,has part,member meronym
2499312,2501738,hypernym,hypernym
1190561,8441203,synset domain topic of,hypernym
11527967,11419404,hypernym,member of domain usage
2058794,2094755,also see,hypernym
834198,1642924,derivationally related form,hypernym
10502950,1155044,derivationally related form,hypernym
1068012,1066163,hypernym,member of domain usage
5893653,5833840,hypernym,hypernym
2676789,2707429,verb group,member of domain region
11947251,13118707,hypernym,member meronym
6503224,277399,derivationally related form,hypernym
13192025,13199244,member meronym,member of domain region
9790482,644583,derivationally related form,hypernym
13248928,13248393,hypernym,hypernym
4692908,4692157,hypernym,"Member of domain region 

synset of 'head': chip/ entity
synset of 'tail': mar/ entity
relation: hypernym/ chip, mar
relation: domain region/ chip, tail"
427397,2609764,hypernym,hypernym
653719,634586,hypernym,member of domain usage
3066658,10978098,derivationally related form,hypernym
2196690,7828987,derivationally related form,Derivationally related form
1402381,1402169,member meronym,member of domain region
8977948,8978161,has part,Member meronym
246217,247390,hypernym,hypernym
7974025,739662,derivationally related form,hypernym
85626,3673594,derivationally related form,member meronym
12423565,12445848,member meronym,member of domain region
527367,1159964,derivationally related form,member of domain
650353,4748836,derivationally related form,also see
9454265,9215664,instance hypernym,member of domain region
12150969,12150028,hypernym,hypernym
12538603,12540250,member meronym,hypernym
8860123,3476684,member of domain region,Member of domain region
1438720,1440344,member meronym,member of domain region
8860123,13249245,member of domain region,member meronym
363052,362659,hypernym,hypernym
7705931,13134947,hypernym,hypernym
252019,13489037,derivationally related form,hypernym
7193184,788184,derivationally related form,hypernym
514871,248063,derivationally related form,hypernym
7298154,2596493,derivationally related form,hypernym
9683306,9682291,hypernym,hypernym
2157557,5470189,hypernym,member of domain usage
13550089,6055946,synset domain topic of,hypernym
2038791,5068080,derivationally related form,member of domain region
7331210,7427337,hypernym,hypernym
9375693,9360122,instance hypernym,member meronym
1394464,358290,derivationally related form,member meronym
3009269,1949817,derivationally related form,has part
3499142,3290771,hypernym,Hypernym
13812607,10236304,derivationally related form,hypernym
1751979,1752165,member meronym,member of domain region
138599,1431879,derivationally related form,similar to
12515711,12515925,has part,member of domain region
2346823,1862557,hypernym,member of domain region
1987353,1987545,member meronym,member meronym
2104882,2104523,hypernym,hypernym
566895,126264,hypernym,derivationally related form
8000304,2727039,derivationally related form,synset domain topic of
1369346,1259691,also see,has part
4062179,3579982,hypernym,hypernym
3845550,4074482,hypernym,hypernym
8419163,2210855,derivationally related form,member of domain region
476389,457228,has part,member meronym
10070711,10047459,hypernym,hypernym
1736569,1736796,member meronym,instance hypernym
9797113,720808,derivationally related form,synset domain topic of
330003,328802,hypernym,member meronym
12551457,13104059,hypernym,member meronym
1547641,1494310,hypernym,member of domain usage
925873,545557,verb group,derivationally related form
1662771,3779621,derivationally related form,member of domain usage
10299700,1430633,derivationally related form,Derivationally related form
331102,2753255,derivationally related form,hypernym
12586110,11556857,hypernym,member of domain region
12166128,12157769,hypernym,hypernym
785962,10207831,derivationally related form,hypernym
15153787,15144371,hypernym,hypernym
1680836,6102476,derivationally related form,hypernym
2504131,123170,derivationally related form,hypernym
1941987,300441,synset domain topic of,Hypernym
6770875,6722453,hypernym,hypernym
382493,7416441,derivationally related form,has part
28651,27167,has part,member of domain region
10141590,10373998,hypernym,hypernym
1086103,10542888,derivationally related form,hypernym
1955127,61290,derivationally related form,hypernym
768778,159899,derivationally related form,hypernym
1180695,1557614,also see,member of domain region
10661563,6249177,derivationally related form,hypernym
2690093,2655135,hypernym,hypernym
3536348,1661804,derivationally related form,hypernym
8860123,10229721,member of domain region,similar to
2769290,3996416,hypernym,member meronym
365188,126264,hypernym,hypernym
1921204,291965,derivationally related form,hypernym
8860123,5909384,member of domain region,similar to
2072673,4055180,derivationally related form,member meronym
12185078,11575425,hypernym,hypernym
2593107,2413480,hypernym,hypernym
14547369,1017738,derivationally related form,hypernym
1323338,15032376,derivationally related form,member of domain usage
7110615,10599806,derivationally related form,member meronym
2431337,2431122,hypernym,member of domain usage
928015,831651,hypernym,hypernym
318816,3281935,derivationally related form,hypernym
1084866,1084588,verb group,derivationally related form
12511046,11585340,hypernym,has part
12423565,12443144,member meronym,member of domain region
431610,140123,hypernym,hypernym
1012712,483801,derivationally related form,member of domain region
58645,56930,hypernym,hypernym
6238,104868,hypernym,member of domain usage
12787565,12791539,member meronym,instance hypernym
11708181,11708442,member meronym,member of domain region
3649909,1319562,derivationally related form,member of domain usage
10745332,9863238,hypernym,hypernym
9977520,974786,derivationally related form,Derivationally related form
12932532,11585340,hypernym,instance hypernym
1690294,933420,synset domain topic of,member of domain region
11911591,11938977,member meronym,hypernym
1884348,1884476,member meronym,member of domain region
9993252,1997862,derivationally related form,hypernym
9207288,8848094,has part,Member meronym
7519773,1782650,derivationally related form,member of domain usage
2642634,1767661,derivationally related form,member meronym
1408153,464894,synset domain topic of,member of domain usage
2708224,3082979,hypernym,hypernym
61079,60833,hypernym,has part
699626,6511874,derivationally related form,verb group
1521367,7443010,derivationally related form,derivationally related form
14094068,14058563,hypernym,instance hypernym
1118081,788821,derivationally related form,hyponym
8293490,7951464,hypernym,member of domain usage
65070,14324274,derivationally related form,hypernym
2245993,2244956,verb group,hypernym
5407119,5404728,hypernym,hypernym
1999374,1999767,member meronym,Hypernym
13631037,13601596,hypernym,member of domain usage
7335414,388635,derivationally related form,member meronym
996969,489837,derivationally related form,hypernym
2129289,2156225,verb group,also see
24279,22686,hypernym,hypernym
1728840,3565402,derivationally related form,hypernym
2589576,9906538,derivationally related form,member meronym
720565,2382087,derivationally related form,hypernym
9411430,9475292,has part,member of domain region
2686952,13913427,derivationally related form,member of domain usage
201407,751145,derivationally related form,similar to
9761403,618734,derivationally related form,Hypernym
2460684,2460817,member meronym,instance hypernym
5936704,5928118,hypernym,hypernym
14770838,4528630,hypernym,member of domain region
2952109,3309808,hypernym,member of domain usage
2711835,3390983,derivationally related form,member meronym
2461701,1864707,hypernym,member of domain usage
1237872,405236,derivationally related form,hypernym
239321,109660,hypernym,derivationally related form
6295235,3688192,member of domain usage,similar to
6498569,6836714,member meronym,instance hypernym
842692,2765692,derivationally related form,member meronym
8976913,8524735,instance hypernym,member of domain
2394822,1862557,hypernym,member_of_domain_region
1704953,929718,synset domain topic of,hypernym
8847694,9044190,has part,member of domain region
217700,7364115,derivationally related form,hypernym
6451891,6433249,has part,member meronym
8230679,8227214,hypernym,Hypernym
1600909,1507175,hypernym,Member of domain usage
12915400,11566230,hypernym,instance hypernym
443670,9260466,derivationally related form,Derivationally related form
12536665,11585340,hypernym,member of domain region
5826469,667942,derivationally related form,hypernym
1809064,725274,hypernym,hypernym
5802547,642644,derivationally related form,hypernym
12226322,12233759,member meronym,instance hypernym
1538161,1534147,hypernym,synset domain topic of
2844728,3089348,derivationally related form,member of domain region.
11335878,10323182,instance hypernym,instance hypernym
824066,6711855,derivationally related form,hypernym
14557898,6043075,synset domain topic of,member of domain
7849336,7555863,hypernym,member meronym
8154960,8153437,hypernym,hypernym
1677387,1675963,hypernym,hypernym
10033082,47945,derivationally related form,member of domain usage
2585489,10379758,derivationally related form,hypernym
7409475,1892104,derivationally related form,similar to
6440937,6394865,instance hypernym,member meronym
8761868,8691669,instance hypernym,instance hypernym
766234,745005,hypernym,hypernym
8761244,8762104,has part,member of domain region
12678548,7765208,has part,member of domain usage
9027089,8633957,instance hypernym,hypernym
5271814,5269901,hypernym,member meronym
9069862,9070363,has part,member of domain region
5780104,692329,derivationally related form,hypernym
14888310,14731135,hypernym,hypernym
1823279,1507175,hypernym,Member of domain.
1042531,907930,verb group,hypernym
14526182,14524849,hypernym,hypernym
11924014,11672400,hypernym,hypernym
7714078,7713895,hypernym,member of domain usage
11771383,11567411,hypernym,hypernym
11942366,11942487,member meronym,hypernym
194645,191142,hypernym,hypernym
2694933,918872,hypernym,instance hypernym
10484858,8441203,synset domain topic of,hypernym
1079480,1080691,verb group,hypernym
5059830,2369633,derivationally related form,hypernym
591622,9984298,derivationally related form,hypernym
11067885,10515194,instance hypernym,hypernym
1176931,10349243,derivationally related form,hypernym
879540,2401523,hypernym,hypernym
3763403,3763133,hypernym,instance hypernym
9114696,9115315,has part,member meronym
4143712,3265874,hypernym,member of domain usage
7075172,8245425,member of domain usage,member of domain usage
12366313,13123431,hypernym,member of domain region
2619738,2619861,member meronym,member of domain region
7170753,623151,derivationally related form,hypernym
1331237,1329239,hypernym,member of domain usage
12118414,12135898,hypernym,hypernym
5186306,8441203,synset domain topic of,member of domain region
5958427,5943300,hypernym,instance hypernym
2585489,1803003,hypernym,member of domain usage.
2760658,181476,derivationally related form,hypernym
2397637,373544,derivationally related form,hypernym
1973125,3693973,derivationally related form,derivationally related form
2581957,7778938,has part,member meronym
8960987,9721244,member meronym,member meronym
7143137,876665,derivationally related form,hypernym
10141811,10162991,hypernym,hypernym
3353281,3405725,hypernym,member of domain region
2771320,14215331,derivationally related form,hypernym
2310895,5074057,derivationally related form,synset
12673178,12673328,member meronym,member meronym
607542,3405725,synset domain topic of,hypernym
784727,784342,verb group,derivationally related form
8645212,8644722,hypernym,member meronym
259643,2672540,derivationally related form,member meronym
12860254,11579418,hypernym,hypernym
159880,5751794,derivationally related form,hypernym
879764,753428,hypernym,derivationally related form
14687513,291873,derivationally related form,member of domain region
1726879,1726172,hypernym,member meronym
12411084,12418356,member meronym,member meronym
8921850,8925957,has part,member meronym
2044278,295172,derivationally related form,synset domain topic of
1938155,1938312,member meronym,instance hypernym
1504699,622266,derivationally related form,Hypernym
10383689,10631941,hypernym,hypernym
3974671,4548771,hypernym,member of domain usage
5747582,5733583,hypernym,member of domain usage
1465994,8102555,hypernym,member of
2110552,2110220,hypernym,member meronym
11860801,11573660,hypernym,has part
6954183,6953731,hypernym,hypernym
13573181,379774,derivationally related form,derivationally related form
11920867,11579418,hypernym,hypernym
614999,74624,derivationally related form,hypernym
1369758,1657977,also see,derivationally related form
1110274,2244956,derivationally related form,hypernym
4259771,3733925,hypernym,hypernym
14245405,14246359,hypernym,hypernym
8334087,8329453,hypernym,hypernym
1527617,1525720,hypernym,hypernym
4478889,3214253,hypernym,member of domain region
3249342,4202417,hypernym,Hypernym
2368563,1862557,hypernym,member meronym
5532225,5534712,has part,member of domain region
539936,14485249,derivationally related form,derivationally related form
3278248,3033362,has part,member meronym
6714976,2457825,derivationally related form,similar to
2583211,2584325,member meronym,instance hypernym
1949674,815801,synset domain topic of,member meronym
3204558,6128570,synset domain topic of,member of domain region
12501745,12577000,member meronym,instance hypernym
3762434,6234825,synset domain topic of,member of domain region.
12501745,11566682,hypernym,also see
10254761,6072476,derivationally related form,instance hypernym
5891572,708376,derivationally related form,member of domain usage
5341920,5333777,hypernym,Hypernym
2872752,4444749,has part,member meronym
2527431,5906554,derivationally related form,derivationally related form
12770277,12770529,member meronym,hypernym
3879116,2749768,derivationally related form,member of domain region
9185440,704305,synset domain topic of,hypernym
66397,74624,hypernym,hypernym
13795489,13791389,hypernym,member of domain usage
4730580,2345272,derivationally related form,hypernym
8827126,9370773,has part,member of domain region
1238640,1909978,also see,instance hypernym
10633450,2130524,derivationally related form,hypernym
8734385,8735008,has part,hypernym
10524223,10099375,hypernym,hypernym
10707804,9977660,hypernym,hypernym
12290748,11669921,hypernym,hypernym
452512,3338009,derivationally related form,member of domain region
4922338,6075527,synset domain topic of,member of domain topic of
5828552,6136258,synset domain topic of,member of domain region
683280,5941423,derivationally related form,hypernym
8959683,8032594,member of domain region,Member of domain region
8778061,9705124,member meronym,member of domain region
10213429,6136258,synset domain topic of,instance hypernym
2975212,3094503,hypernym,member of domain region
4170037,4576211,hypernym,member meronym
1281154,962129,instance hypernym,hypernym
1684337,1659248,hypernym,hypernym
677808,671351,hypernym,member of domain region
2116777,2108026,hypernym,Member of domain usage
1708778,1710348,member meronym,member of domain region
8921850,8700255,instance hypernym,member of domain region
15274695,779360,derivationally related form,Hypernym
1985128,1976146,hypernym,Member of domain region
8107191,6037666,synset domain topic of,hypernym
10728624,10307234,hypernym,member meronym
1158872,949134,derivationally related form,hypernym
2817650,3563967,hypernym,hypernym
15151255,15144371,hypernym,hypernym
8889191,8691669,instance hypernym,hypernym
654625,8239808,derivationally related form,instance hypernym
1658188,923995,derivationally related form,hypernym
6139764,9608520,derivationally related form,hypernym
9884666,1720491,derivationally related form,member of domain usage
3220692,4295881,hypernym,hypernym
13841213,1945550,derivationally related form,synset
809465,10389398,derivationally related form,member of domain region
1689379,900726,derivationally related form,synset domain
477941,1263018,derivationally related form,derivationally related form
757856,757544,hypernym,hypernym
4906712,790086,derivationally related form,hypernym
3089121,2475078,derivationally related form,hypernym
916274,941990,hypernym,Derivationally related form
751567,7169848,derivationally related form,hypernym
976365,7248507,derivationally related form,hypernym.
5685879,1462928,derivationally related form,hypernym
959376,1170962,hypernym,hypernym
160688,160532,hypernym,hypernym
12445848,12446519,member meronym,hypernym
12130408,12130549,member meronym,hypernym
1892104,5020981,derivationally related form,hypernym
4220344,3763133,hypernym,hypernym
1692143,1657723,hypernym,instance hypernym
770437,159177,derivationally related form,hypernym
8776687,8702402,instance hypernym,member meronym
12356395,12205694,hypernym,member meronym
3047941,2724126,derivationally related form,hypernym
1988755,1575675,hypernym,member of domain usage
11643506,15098161,hypernym,member meronym
7134850,1038666,derivationally related form,instance hypernym
8765315,8524735,instance hypernym,member of domain region
11083656,9537144,instance hypernym,instance hypernym
5399034,194170,derivationally related form,member of domain region
6472025,6470073,hypernym,hypernym
10144838,10787470,hypernym,member of domain region.
9798811,6453849,synset domain topic of,member of domain
109081,1870275,derivationally related form,member of domain region
3682487,2865931,has part,member meronym
11821777,11573660,hypernym,Hypernym
154689,2481231,derivationally related form,hypernym
4016240,1321002,derivationally related form,member meronym
1775164,9849598,derivationally related form,member of domain usage
13292787,13290676,hypernym,hypernym
49197,3051540,derivationally related form,hypernym
10584318,1329239,derivationally related form,derivationally related form
229260,209943,hypernym,hypernym
7560903,10012484,derivationally related form,member of domain usage
8860123,7933799,member of domain region,Member of domain region
9796809,7846,hypernym,member meronym
5659365,2673134,derivationally related form,member of domain usage
602805,599992,hypernym,hypernym
2590072,1158872,hypernym,hypernym
2130524,661824,also see,member of domain usage
1670172,3354903,derivationally related form,member meronym
6335162,7013549,hypernym,has part
8948155,8948346,has part,member meronym
1388653,1387786,hypernym,member of domain usage
6156968,6153846,hypernym,Hypernym
1479643,8103777,hypernym,instance hypernym
249721,262792,also see,synset domain
5060476,1143279,derivationally related form,hypernym
11693566,11695485,member meronym,member of domain region
7362075,2680814,derivationally related form,hypernym
3101667,5002822,derivationally related form,hypernym
3804744,1357831,derivationally related form,derivationally related form
5830059,5829480,hypernym,synset
1726960,1733346,member meronym,hypernym
698855,7177924,derivationally related form,hypernym
2422249,1864707,hypernym,member of domain region
12231031,12231192,member meronym,hypernym
84371,2346724,derivationally related form,member of domain usage
2621419,1432517,hypernym,hypernym
7185870,1824339,derivationally related form,hypernym
1772960,1759326,hypernym,hypernym
6575932,6568978,hypernym,hypernym
4559275,4564698,hypernym,member of domain region
3355468,3343354,hypernym,Hypernym
7301336,7314427,hypernym,hypernym
9626589,2118933,derivationally related form,member meronym
10711483,523513,synset domain topic of,hypernym
4648207,2120458,derivationally related form,hypernym
14049552,164816,derivationally related form,Derivationally related form
11768816,13112664,hypernym,member meronym
2690708,2655135,hypernym,member meronym
4169707,3699975,hypernym,member of domain usage
7409121,7308563,hypernym,member of domain topic of
105164,104539,hypernym,member of domain usage
6845599,3048094,member of domain usage,member of domain usage
10470460,10752093,hypernym,hypernym
1556671,1559964,member meronym,member of domain region
841125,831651,hypernym,hypernym
1649948,1651370,member meronym,instance hypernym
4379243,4381994,has part,member of domain usage
1282142,1282545,hypernym,derivationally related form
394562,397191,similar to,instance hypernym
4667406,4616059,hypernym,member of domain region
836236,6806469,derivationally related form,hypernym
1920735,1918010,hypernym,"member of domain region 

Head: family cestidae, coextensive with the order Cestida; ctenophores having a greatly flattened and elongated body
Tail: ctenophore family, a family of ctenophores 
 Head is a member of domain region of tail."
5695232,783042,derivationally related form,member of domain usage
7338552,7339329,hypernym,member meronym
1052450,1528821,derivationally related form,member meronym
4376400,3614532,hypernym,member of domain region
2595662,10521470,derivationally related form,derivationally related form
1573515,1573891,also see,member meronym
3009269,3538634,hypernym,member meronym
8972521,10525878,member of domain region,hypernym
954422,6805297,derivationally related form,hypernym
4070727,4580493,hypernym,hypernym
7124340,846021,member of domain usage,derivationally related form
10200047,9917593,hypernym,member of domain region
10468750,15266265,derivationally related form,instance hypernym
1176540,1170962,hypernym,"has part 

Head: snickersnee
Head: fighting with knives

Tail: scrap
Tail: the act of fighting 
Tail: any contest or struggle 
Tail: a fight broke out at the hockey game
Tail: there was fighting in the streets 
Tail: the unhappy couple got into a terrible scrap"
2129709,591115,verb group,synset domain topic of
12972629,8103777,hypernym,hypernym
819024,817680,hypernym,hypernym
4781349,4780958,hypernym,hypernym
785690,881441,derivationally related form,member of domain usage
2189535,2189670,member meronym,instance hypernym
13615557,13615036,hypernym,hypernym
12619306,12653056,member meronym,hypernym
2465929,5299178,hypernym,member of domain region
1535310,1507175,hypernym,instance hypernym
2493030,1845229,hypernym,hypernym
9615807,6125041,derivationally related form,hypernym
2029571,1507175,hypernym,Member of domain region
