head	relation	tail	prompt	prediction
5646828	_derivationally_related_form	7443010	"Is the following triple valid? Head: moronity, mild mental retardation, Relation: derivationally related form, Tail: run, a row of unravelled stitches; ""she got a run in her stocking"". Answer with 'Yes' or 'No'."	Yes
9764201	_hypernym	14058563	Is the following triple valid? Head: acquirer, a person who acquires something (usually permanently), Relation: hypernym, Tail: degenerative disorder, condition leading to progressive loss of function. Answer with 'Yes' or 'No'.	Yes
396325	_derivationally_related_form	788821	"Is the following triple valid? Head: accrete, grow together (of plants and organs); ""After many years the rose bushes grew together"", Relation: derivationally related form, Tail: submissive, examine thoroughly; ""the student was grilled for two hours on the subject of phonology""   inclined or willing to submit to orders or wishes of others or showing such inclination; ""submissive servants""; ""a submissive reply""; ""replacing troublemakers with more submissive people"". Answer with 'Yes' or 'No'."	No
15214840	_hypernym	7951464	Is the following triple valid? Head: kislev, the third month of the civil year; the ninth month of the ecclesiastical year in the Jewish calendar (in November and December), Relation: hypernym, Tail: collection, several things grouped together or considered as a whole. Answer with 'Yes' or 'No'.	Yes
4598582	_derivationally_related_form	14324274	Is the following triple valid? Head: woodwind instrument, any wind instrument other than the brass instruments, Relation: derivationally related form, Tail: suffering, a state of acute pain. Answer with 'Yes' or 'No'.	No
1038538	_verb_group	2244956	"Is the following triple valid? Head: vamp, act seductively with (someone), Relation: verb group, Tail: trade, do business; offer for sale as for one's livelihood; ""She deals in gold""; ""The brothers sell shoes"". Answer with 'Yes' or 'No'."	Yes
1191610	_hypernym	5404728	Is the following triple valid? Head: fatwa, a ruling on a point of Islamic law that is given by a recognized authority, Relation: hypernym, Tail: secretion, a functionally specialized substance (especially one that is not a waste) released from a gland or cell. Answer with 'Yes' or 'No'.	No
1999374	_member_meronym	6727224	Is the following triple valid? Head: onychophora, enigmatic small elongated wormlike terrestrial invertebrates of damp dark habitats in warm regions; distinct from the phylum Annelida; resemble slugs with legs and are sometimes described as the missing link between arthropods and annelids, Relation: member meronym, Tail: pronunciamento, a public declaration of intentions (as issued by a political party or government). Answer with 'Yes' or 'No'.	No
8133189	_hypernym	13601596	Is the following triple valid? Head: doei, an agency that collects political and economic and technical information about energy matters and makes the Department of Energy's technical and analytical expertise available to other members of the Intelligence Community, Relation: hypernym, Tail: computer memory unit, a unit for measuring computer memory. Answer with 'Yes' or 'No'.	No
13204102	_derivationally_related_form	388635	"Is the following triple valid? Head: oleandra, or family Polypodiaceae: tropical epiphytic or terrestrial ferns, Relation: derivationally related form, Tail: waste, cause extensive destruction or ruin utterly; ""The enemy lay waste to the countryside after the invasion"". Answer with 'Yes' or 'No'."	No
996969	_derivationally_related_form	3220692	"Is the following triple valid? Head: mensuration, the act or process of assigning numbers to phenomena according to a rule; ""the measurements were carefully done""; ""his mental measurings proved remarkably accurate"", Relation: derivationally related form, Tail: domed stadium, a stadium that has a roof. Answer with 'Yes' or 'No'."	No
2129289	_verb_group	2503517	"Is the following triple valid? Head: see, perceive by sight or have the power to perceive by sight; ""You have to be a good observer to see all the details""; ""Can you see the bird in that tree?""; ""He is blind--he cannot see"", Relation: verb group, Tail: elephant, five-toed pachyderm. Answer with 'Yes' or 'No'."	Yes
6617644	_hypernym	22686	"Is the following triple valid? Head: rough cut, the first print of a movie after preliminary editing, Relation: hypernym, Tail: stimulate, cause to be alert and energetic; ""Coffee and tea stimulate me""; ""This herbal infusion doesn't stimulate"". Answer with 'Yes' or 'No'."	No
4918767	_derivationally_related_form	3565402	"Is the following triple valid? Head: immediateness, lack of an intervening or mediating agency; ""the immediacy of television coverage"", Relation: derivationally related form, Tail: improvisation, a creation spoken or written or composed extemporaneously (without prior preparation). Answer with 'Yes' or 'No'."	No
2589576	_derivationally_related_form	14171682	"Is the following triple valid? Head: push, exert oneself continuously, vigorously, or obtrusively to gain an end or engage in a crusade for a certain cause or person; be an advocate for; ""The liberal party pushed for reforms""; ""She is crusading for women's rights""; ""The Dean is pushing for his favorite candidate"", Relation: derivationally related form, Tail: inflammatory disease, a disease characterized by inflammation. Answer with 'Yes' or 'No'."	Yes
720565	_derivationally_related_form	1459696	"Is the following triple valid? Head: role, the actions and activities assigned to or required or expected of a person or group; ""the function of a teacher""; ""the government must do its part""; ""play its role"", Relation: derivationally related form, Tail: fractionate, separate into constituents or fractions containing concentrated constituents. Answer with 'Yes' or 'No'."	No
5372125	_has_part	9475292	Is the following triple valid? Head: vena labialis, veins draining the lips of the vulva, Relation: has part, Tail: waterfall, a steep descent of the water of a river. Answer with 'Yes' or 'No'.	No
2686952	_derivationally_related_form	13260510	"Is the following triple valid? Head: ray, extend or spread outward from a center or focus or inward towards a center; ""spokes radiate from the hub of the wheel""; ""This plants radiate spines in all directions"", Relation: derivationally related form, Tail: quick buck, quick or easy earnings, ""they are traders out to make a fast buck"". Answer with 'Yes' or 'No'."	Yes
201407	_derivationally_related_form	13262335	Is the following triple valid? Head: interpolate, insert words into texts, often falsifying it thereby, Relation: derivationally related form, Tail: stolen property, property that has been stolen. Answer with 'Yes' or 'No'.	No
275607	_derivationally_related_form	618734	"Is the following triple valid? Head: regularize, make regular or more regular; ""regularize the heart beat with a pace maker"", Relation: derivationally related form, Tail: accounting, the occupation of maintaining and auditing records and preparing financial reports for a business. Answer with 'Yes' or 'No'."	Yes
10741152	_member_meronym	2460817	Is the following triple valid? Head: upstart, an arrogant or presumptuous person, Relation: member meronym, Tail: two-toed anteater, squirrel-sized South American toothless anteater with long silky golden fur. Answer with 'Yes' or 'No'.	No
5936704	_hypernym	285231	"Is the following triple valid? Head: picture, a clear and telling mental image; ""he described his mental picture of his assailant""; ""he had no clear picture of himself or his world""; ""the events left a permanent impression in his mind"", Relation: hypernym, Tail: aurify, turn golden. Answer with 'Yes' or 'No'."	No
13881644	_hypernym	4528630	Is the following triple valid? Head: star, a plane figure with 5 or more points; often used as an emblem, Relation: hypernym, Tail: vermifuge, a medication capable of causing the evacuation of parasitic intestinal worms. Answer with 'Yes' or 'No'.	No
2952109	_hypernym	3451473	"Is the following triple valid? Head: sedimentary, the umbrellalike part of a parachute that fills with air   resembling or containing or formed by the accumulation of sediment; ""sedimentary deposits"", Relation: hypernym, Tail: graduate, a measuring instrument for measuring fluid volume; a glass container (cup or cylinder or flask) whose sides are marked with or divided into amounts. Answer with 'Yes' or 'No'."	No
10393909	_derivationally_related_form	3390983	"Is the following triple valid? Head: painter, a worker who is employed to cover objects with paint, Relation: derivationally related form, Tail: framing, a framework that supports and protects a picture or a mirror; ""the frame enhances but is not itself the subject of attention""; ""the frame was much more valuable than the miror it held"". Answer with 'Yes' or 'No'."	No
2461701	_hypernym	5476754	Is the following triple valid? Head: manis, type genus of the Manidae, Relation: hypernym, Tail: peduncle, a bundle of myelinated neurons joining different parts of the brain. Answer with 'Yes' or 'No'.	No
8238660	_derivationally_related_form	405236	"Is the following triple valid? Head: year, a body of students who graduate together; ""the class of '97""; ""she was in my year at Hoehandle High"", Relation: derivationally related form, Tail: concentrate, make central; ""The Russian government centralized the distribution of food"". Answer with 'Yes' or 'No'."	No
1791625	_hypernym	109660	"Is the following triple valid? Head: gallus gallus, a domestic fowl bred for flesh or eggs; believed to have been developed from the red jungle fowl, Relation: hypernym, Tail: change, undergo a change; become different in essence; losing one's or its original nature; ""She changed completely as she grew older""; ""The weather changed last night"". Answer with 'Yes' or 'No'."	Yes
6295235	_member_of_domain_usage	6231191	Is the following triple valid? Head: plural form, the form of a word that is used to denote more than one, Relation: member of domain usage, Tail: revivalism, an attempt to reawaken the evangelical faith. Answer with 'Yes' or 'No'.	No
15163005	_member_meronym	6836714	Is the following triple valid? Head: day of the week, any one of the seven days in a week, Relation: member meronym, Tail: aleph, the 1st letter of the Hebrew alphabet. Answer with 'Yes' or 'No'.	No
842692	_derivationally_related_form	9200649	Is the following triple valid? Head: suction, the act of sucking, Relation: derivationally related form, Tail: apalachicola river, a river in northwestern Florida formed by the confluence of the Chattahoochee River and the Flint River at the Florida border. Answer with 'Yes' or 'No'.	No
8976913	_instance_hypernym	6275353	Is the following triple valid? Head: hyderabad, a city in southern Pakistan on the Indus River, Relation: instance hypernym, Tail: wireless, transmission by radio waves. Answer with 'Yes' or 'No'.	No
2394822	_hypernym	7486922	Is the following triple valid? Head: suidae, pigs; hogs; boars, Relation: hypernym, Tail: yen, a yearning for something or to do something. Answer with 'Yes' or 'No'.	No
1704953	_synset_domain_topic_of	2705680	"Is the following triple valid? Head: footnote, add explanatory notes to or supply with critical comments; ""The scholar annotated the early edition of a famous novel"", Relation: synset domain topic of, Tail: fall under, be included in or classified as; ""This falls under the rubric 'various'"". Answer with 'Yes' or 'No'."	Yes
8847694	_has_part	12077505	Is the following triple valid? Head: arabian peninsula, a peninsula between the Red Sea and the Persian Gulf; strategically important for its oil resources, Relation: has part, Tail: phragmipedium, genus of tropical American orchid species often included in genus Cypripedium or Paphiopedilum and Selenipedium: lady slippers. Answer with 'Yes' or 'No'.	No
774344	_derivationally_related_form	7364115	"Is the following triple valid? Head: wrangle, to quarrel noisily, angrily or disruptively; ""The bar keeper threw them out, but they continued to wrangle on down the street"", Relation: derivationally related form, Tail: submersion, sinking until covered completely with water. Answer with 'Yes' or 'No'."	No
6451891	_has_part	2513989	Is the following triple valid? Head: torah, the first of three divisions of the Hebrew Scriptures comprising the first five books of the Hebrew Bible considered as a unit, Relation: has part, Tail: wrong, treat unjustly; do wrong to. Answer with 'Yes' or 'No'.	No
10479783	_hypernym	8227214	"Is the following triple valid? Head: prodigy, an unusually gifted or intelligent (young) person; someone whose talents excite wonder and admiration; ""she is a chess prodigy"", Relation: hypernym, Tail: society, a formal association of people with similar interests; ""he joined a golf club""; ""they formed a small lunch society""; ""men from the fraternal order will staff the soup kitchen today"". Answer with 'Yes' or 'No'."	Yes
1600909	_hypernym	12316572	Is the following triple valid? Head: ptilonorhynchus, type genus of the Ptilonorhynchidae, Relation: hypernym, Tail: sweet gum tree, a North American tree of the genus Liquidambar having prickly spherical fruit clusters and fragrant sap. Answer with 'Yes' or 'No'.	No
12915400	_hypernym	8424769	Is the following triple valid? Head: family avicenniaceae, used in some classifications: coextensive with the genus Avicennia, Relation: hypernym, Tail: firing squad, a squad formed to fire volleys at a military funeral or to carry out a military execution. Answer with 'Yes' or 'No'.	No
13383696	_derivationally_related_form	9260466	Is the following triple valid? Head: blank cheque, a check that has been signed but with the amount payable left blank, Relation: derivationally related form, Tail: crystallization, a rock formed by the solidification of a substance; has regularly repeating internal structure; external plane faces. Answer with 'Yes' or 'No'.	No
3381776	_hypernym	11585340	Is the following triple valid? Head: fore-and-aft sail, any sail not set on a yard and whose normal position is in a fore-and-aft direction, Relation: hypernym, Tail: rosid dicot genus, a genus of dicotyledonous plants. Answer with 'Yes' or 'No'.	No
3880323	_derivationally_related_form	667942	"Is the following triple valid? Head: pan, shallow container made of metal, Relation: derivationally related form, Tail: falsify, prove false; ""Falsify a claim"". Answer with 'Yes' or 'No'."	No
2425393	_hypernym	725274	"Is the following triple valid? Head: genus boselaphus, Indian antelopes: nilgais, Relation: hypernym, Tail: surprise, cause to be surprised; ""The news really surprised me"". Answer with 'Yes' or 'No'."	No
684507	_derivationally_related_form	642644	Is the following triple valid? Head: misbelieve, hold a false or unorthodox belief, Relation: derivationally related form, Tail: interpolate, estimate the value of. Answer with 'Yes' or 'No'.	No
14034177	_member_meronym	12233759	Is the following triple valid? Head: physiological state, the condition or state of the body or bodily functions, Relation: member meronym, Tail: genus cassiope, low tufted evergreen shrubs of colder parts of north temperate regions having moss-like foliage and nodding white or pink flowers. Answer with 'Yes' or 'No'.	No
5437785	_hypernym	1534147	"Is the following triple valid? Head: allelomorph, (genetics) either of a pair (or series) of alternative forms of a gene that can occupy the same locus on a particular chromosome and that control the same character; ""some alleles are dominant over others"", Relation: hypernym, Tail: soil, make soiled, filthy, or dirty; ""don't soil your clothes when you play outside!"". Answer with 'Yes' or 'No'."	No
2844728	_derivationally_related_form	2040266	"Is the following triple valid? Head: conical, relating to or resembling a cone; ""conical mountains""; ""conelike fruit"", Relation: derivationally related form, Tail: thick-knee, large-headed large-eyed crepuscular or nocturnal shorebird of the Old World and tropical America having a thickened knee joint. Answer with 'Yes' or 'No'."	Yes
11335878	_instance_hypernym	6277280	"Is the following triple valid? Head: theresa, Indian nun and missionary in the Roman Catholic Church (born of Albanian parents in what is now Macedonia); dedicated to helping the poor in India (1910-1997), Relation: instance hypernym, Tail: video, broadcasting visual images of stationary or moving objects; ""she is a star of screen and video""; ""Television is a medium because it is neither rare nor well done"" - Ernie Kovacs. Answer with 'Yes' or 'No'."	No
10003283	_derivationally_related_form	6711855	"Is the following triple valid? Head: denier, one who denies, Relation: derivationally related form, Tail: reproval, an act or expression of criticism and censure; ""he had to take the rebuke with a smile on his face"". Answer with 'Yes' or 'No'."	No
6750154	_synset_domain_topic_of	6043075	Is the following triple valid? Head: prophecy, a prediction uttered under divine inspiration, Relation: synset domain topic of, Tail: medicine, the branches of medical science that deal with nonsurgical techniques. Answer with 'Yes' or 'No'.	Yes
7849336	_hypernym	13441812	Is the following triple valid? Head: yogurt, a custard-like food made from curdled milk, Relation: hypernym, Tail: incubation, sitting on eggs so as to hatch them by the warmth of the body. Answer with 'Yes' or 'No'.	No
8154960	_hypernym	626428	"Is the following triple valid? Head: house of hanover, the English royal house that reigned from 1714 to 1901 (from George I to Victoria), Relation: hypernym, Tail: read, look at, interpret, and say out loud something that is written or printed; ""The King will read the proclamation at noon"". Answer with 'Yes' or 'No'."	No
75515	_hypernym	1675963	"Is the following triple valid? Head: negative, expressing or consisting of a negation or refusal or denial, Relation: hypernym, Tail: ornament, make more attractive by adding ornament, colour, etc.; ""Decorate the room for the party""; ""beautify yourself for the special day"". Answer with 'Yes' or 'No'."	No
10033082	_derivationally_related_form	83260	"Is the following triple valid? Head: dresser, a wardrobe assistant for an actor, Relation: derivationally related form, Tail: assumption, the act of assuming or taking for granted; ""your assumption that I would agree was unwarranted"". Answer with 'Yes' or 'No'."	No
7298154	_derivationally_related_form	10379758	Is the following triple valid? Head: surprise, a sudden unexpected event, Relation: derivationally related form, Tail: oppressor, a person of authority who subjects others to undue pressures. Answer with 'Yes' or 'No'.	No
12806455	_derivationally_related_form	1892104	"Is the following triple valid? Head: platanus, genus of large monoecious mostly deciduous trees: London plane; sycamore, Relation: derivationally related form, Tail: take a hop, spring back; spring away from an impact; ""The rubber ball bounced""; ""These particles do not resile but they unite after they collide"". Answer with 'Yes' or 'No'."	No
6440937	_instance_hypernym	14010636	Is the following triple valid? Head: haggai, an Old Testament book telling the prophecies of Haggai which are concerned mainly with rebuilding the temples after the Babylonian Captivity, Relation: instance hypernym, Tail: suspension, temporary cessation or suspension. Answer with 'Yes' or 'No'.	Yes
2592607	_instance_hypernym	8691669	Is the following triple valid? Head: genus calamus, a genus of Sparidae, Relation: instance hypernym, Tail: national capital, the capital city of a nation. Answer with 'Yes' or 'No'.	No
766234	_hypernym	941777	"Is the following triple valid? Head: offense, (criminal law) an act punishable by law; usually considered an evil act; ""a long record of crimes"", Relation: hypernym, Tail: creating by removal, the act of creating by removing something. Answer with 'Yes' or 'No'."	No
12324756	_has_part	8762104	Is the following triple valid? Head: genus conocarpus, monotypic genus of tropical American trees: button tree, Relation: has part, Tail: arhus, port city of Denmark in eastern Jutland. Answer with 'Yes' or 'No'.	No
15129572	_has_part	7765208	Is the following triple valid? Head: priscoan eon, the earliest eon in the history of the Earth from the first accretion of planetary material (around 4,600 million years ago) until the date of the oldest known rocks (about 3,800 million years ago); no evidence of life, Relation: has part, Tail: elderberry, berrylike fruit of an elder used for e.g. wines and jellies. Answer with 'Yes' or 'No'.	No
1699539	_instance_hypernym	8633957	Is the following triple valid? Head: paragraph, write paragraphs; work as a paragrapher, Relation: instance hypernym, Tail: port, a place (seaport or airport) where people and merchandise can enter or leave a country. Answer with 'Yes' or 'No'.	Yes
5271814	_hypernym	3605915	Is the following triple valid? Head: wrist bone, any of the eight small bones of the wrist of primates, Relation: hypernym, Tail: junction, something that joins or connects. Answer with 'Yes' or 'No'.	Yes
9069862	_has_part	10131268	Is the following triple valid? Head: first state, a Mid-Atlantic state; one of the original 13 colonies, Relation: has part, Tail: girondist, a member of the moderate republican party that was in power during the French Revolution; the Girondists were overthrown by their more radical rivals the Jacobins. Answer with 'Yes' or 'No'.	No
5780104	_derivationally_related_form	12158443	Is the following triple valid? Head: generalization, the process of formulating general concepts by abstracting common properties of instances, Relation: derivationally related form, Tail: pumpkin vine, a coarse vine widely cultivated for its large pulpy round orange fruit with firm orange skin and numerous seeds; subspecies of Cucurbita pepo include the summer squashes and a few autumn squashes. Answer with 'Yes' or 'No'.	No
14888310	_hypernym	5731779	"Is the following triple valid? Head: glycoprotein, a conjugated protein having a carbohydrate component, Relation: hypernym, Tail: constellation, an arrangement of parts or elements; ""the outcome depends on the configuration of influences at the time"". Answer with 'Yes' or 'No'."	No
1823279	_hypernym	7761611	Is the following triple valid? Head: genus cuculus, type genus of the Cuculidae, Relation: hypernym, Tail: sweetsop, sweet pulpy tropical fruit with thick scaly rind and shiny black seeds. Answer with 'Yes' or 'No'.	No
1042531	_verb_group	1005579	"Is the following triple valid? Head: whine, talk in a tearful manner, Relation: verb group, Tail: surveying, the practice of measuring angles and distances on the ground so that they can be accurately plotted on a map; ""he studied surveying at college"". Answer with 'Yes' or 'No'."	No
14526182	_hypernym	879356	"Is the following triple valid? Head: tone, the general atmosphere of a place or situation and the effect that it has on people; ""the feel of the city excited him""; ""a clergyman improved the tone of the meeting""; ""it had the smell of treason"", Relation: hypernym, Tail: move, propose formally; in a debate or parliamentary meeting. Answer with 'Yes' or 'No'."	No
6013741	_hypernym	11672400	Is the following triple valid? Head: infinitesimal calculus, the branch of mathematics that is concerned with limits and with the differentiation and integration of functions, Relation: hypernym, Tail: wildflower, wild or uncultivated flowering plant. Answer with 'Yes' or 'No'.	No
1756508	_hypernym	7713895	Is the following triple valid? Head: western diamondback rattlesnake, largest and most dangerous North American snake; of southwestern United States and Mexico, Relation: hypernym, Tail: chou, any of various types of cabbage. Answer with 'Yes' or 'No'.	No
11771383	_hypernym	14437134	"Is the following triple valid? Head: genus carissa, Old World genus of tropical evergreen usually spiny shrubs, Relation: hypernym, Tail: glory, a state of high honor; ""he valued glory above life itself"". Answer with 'Yes' or 'No'."	No
11942366	_member_meronym	11858077	Is the following triple valid? Head: genus buphthalmum, oxeye, Relation: member meronym, Tail: verdolagas, weedy trailing mat-forming herb with bright yellow flowers cultivated for its edible mildly acid leaves eaten raw or cooked especially in Indian and Greek and Middle Eastern cuisine; cosmopolitan. Answer with 'Yes' or 'No'.	No
1259211	_hypernym	191142	"Is the following triple valid? Head: revoke, the mistake of not following suit when able to do so, Relation: hypernym, Tail: change, the action of changing something; ""the change of government had no impact on the economy""; ""his change on abortion cost him the election"". Answer with 'Yes' or 'No'."	Yes
2694933	_hypernym	2102398	"Is the following triple valid? Head: situate, determine or indicate the place, site, or limits of, as if by an instrument or by a survey; ""Our sense of sight enables us to locate objects in space""; ""Locate the boundaries of the property"", Relation: hypernym, Tail: ride, sit on and control a vehicle; ""He rides his bicycle to work every day""; ""She loves to ride her new motorcycle through town"". Answer with 'Yes' or 'No'."	Yes
10484858	_synset_domain_topic_of	8588294	Is the following triple valid? Head: public prosecutor, a government official who conducts criminal prosecutions on behalf of the state, Relation: synset domain topic of, Tail: interior, the region that is inside of something. Answer with 'Yes' or 'No'.	Yes
3204955	_verb_group	1080691	"Is the following triple valid? Head: directional antenna, an antenna that transmits or receives signals only in a narrow angle, Relation: verb group, Tail: play, shoot or hit in a particular manner; ""She played a good backhand last night"". Answer with 'Yes' or 'No'."	Yes
5059830	_derivationally_related_form	1105097	"Is the following triple valid? Head: expeditiousness, the property of being prompt and efficient; ""it was done with dispatch"", Relation: derivationally related form, Tail: outgrow, grow faster than. Answer with 'Yes' or 'No'."	Yes
3800933	_derivationally_related_form	9984298	Is the following triple valid? Head: musical instrument, any of various devices or contrivances that can be used to produce musical tones or sounds, Relation: derivationally related form, Tail: steward, one having charge of buildings or grounds or animals. Answer with 'Yes' or 'No'.	No
11067885	_instance_hypernym	11929027	Is the following triple valid? Head: john huss, Czechoslovakian religious reformer who anticipated the Reformation; he questioned the infallibility of the Catholic Church was excommunicated (1409) for attacking the corruption of the clergy; he was burned at the stake (1372-1415), Relation: instance hypernym, Tail: sagebrush, any of several North American composite subshrubs of the genera Artemis or Seriphidium. Answer with 'Yes' or 'No'.	No
1176931	_derivationally_related_form	10871129	Is the following triple valid? Head: obstructionism, deliberate interference, Relation: derivationally related form, Tail: rudolf karl bultmann, a Lutheran theologian in Germany (1884-1976). Answer with 'Yes' or 'No'.	No
7439883	_hypernym	2401523	"Is the following triple valid? Head: radiation, the spread of a group of organisms into new habitats, Relation: hypernym, Tail: propose, put forward; nominate for appointment to an office or for an honor or position; ""The President nominated her as head of the Civil Rights Commission"". Answer with 'Yes' or 'No'."	No
13290002	_hypernym	3763133	"Is the following triple valid? Head: reimbursement, compensation paid (to someone) for damages or losses or money already spent etc.; ""he received reimbursement for his travel expenses"", Relation: hypernym, Tail: military installation, any facility servicing military forces. Answer with 'Yes' or 'No'."	Yes
9114696	_has_part	12145802	Is the following triple valid? Head: nm, a state in southwestern United States on the Mexican border, Relation: has part, Tail: zizania, wild rice. Answer with 'Yes' or 'No'.	No
4143712	_hypernym	4826999	Is the following triple valid? Head: strawman, an effigy in the shape of a man to frighten birds away from seeds, Relation: hypernym, Tail: religiousness, piety by virtue of being devout. Answer with 'Yes' or 'No'.	No
7075172	_member_of_domain_usage	1059719	Is the following triple valid? Head: colloquialism, a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech, Relation: member of domain usage, Tail: refueling, the activity of supplying or taking on fuel. Answer with 'Yes' or 'No'.	No
2422026	_hypernym	13123431	Is the following triple valid? Head: free, free from obligations or duties, Relation: hypernym, Tail: strangler tree, an epiphytic vine or tree whose aerial roots extend down the trunk of a supporting tree and coalesce around it eventually strangling the tree. Answer with 'Yes' or 'No'.	No
889026	_member_meronym	2619861	Is the following triple valid? Head: stipulate, make an oral contract or agreement in the verbal form of question and answer that is necessary to give it legal force, Relation: member meronym, Tail: sleeper goby, tropical fish that resembles a goby and rests quietly on the bottom in shallow water. Answer with 'Yes' or 'No'.	No
11949217	_derivationally_related_form	623151	"Is the following triple valid? Head: genus chamaemelum, small genus of plants sometimes included in genus Anthemis: chamomile, Relation: derivationally related form, Tail: see, make sense of; assign a meaning to; ""What message do you see in this letter?""; ""How do you interpret his behavior?"". Answer with 'Yes' or 'No'."	Yes
1331237	_hypernym	6260121	"Is the following triple valid? Head: fell, sew a seam by folding the edges, Relation: hypernym, Tail: line, (often plural) a means of communication or access; ""it must go through official channels""; ""lines of communication were set up between the two firms"". Answer with 'Yes' or 'No'."	Yes
290406	_hypernym	12135898	"Is the following triple valid? Head: waddle, walking with short steps and the weight tilting from one foot to the other; ""ducks walk with a waddle"", Relation: hypernym, Tail: millet, any of various small-grained annual cereal and forage grasses of the genera Panicum, Echinochloa, Setaria, Sorghum, and Eleusine. Answer with 'Yes' or 'No'."	No
5186306	_synset_domain_topic_of	13344071	"Is the following triple valid? Head: vote, a legal right guaranteed by the 15th amendment to the US Constitution; guaranteed to women by the 19th amendment; ""American women got the vote in 1920"", Relation: synset domain topic of, Tail: security, defense against financial failure; financial independence; ""his pension gave him security in his old age""; ""insurance provided protection against loss of wages due to illness"". Answer with 'Yes' or 'No'."	No
5958427	_hypernym	647270	Is the following triple valid? Head: amoralism, the doctrine that moral distinctions are invalid, Relation: hypernym, Tail: quantitative chemical analysis, chemical analysis to determine the amounts of each element in the substance. Answer with 'Yes' or 'No'.	No
2585489	_hypernym	14336539	"Is the following triple valid? Head: persecute, cause to suffer; ""Jews were persecuted in the former Soviet Union"", Relation: hypernym, Tail: rubor, a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat. Answer with 'Yes' or 'No'."	No
2760658	_derivationally_related_form	562280	Is the following triple valid? Head: automatic pistol, a pistol that will keep firing until the ammunition is gone or the trigger is released, Relation: derivationally related form, Tail: obstruction, getting in someone's way. Answer with 'Yes' or 'No'.	No
321562	_derivationally_related_form	373544	"Is the following triple valid? Head: catheterization, the operation of introducing a catheter into the body, Relation: derivationally related form, Tail: elevation, the act of increasing the wealth or prestige or power or scope of something; ""the aggrandizement of the king""; ""his elevation to cardinal"". Answer with 'Yes' or 'No'."	No
1758308	_derivationally_related_form	3693973	Is the following triple valid? Head: pecker, horny projecting mouth of a bird, Relation: derivationally related form, Tail: lower berth, the lower of two berths. Answer with 'Yes' or 'No'.	No
1050627	_has_part	7778938	Is the following triple valid? Head: burying, concealing something under the ground, Relation: has part, Tail: mahimahi, the lean flesh of a saltwater fish found in warm waters (especially in Hawaii). Answer with 'Yes' or 'No'.	No
8131005	_member_meronym	9721244	Is the following triple valid? Head: nist, an agency in the Technology Administration that makes measurements and sets standards as needed by industry or government programs, Relation: member meronym, Tail: luxemburger, a native or inhabitant of Luxembourg. Answer with 'Yes' or 'No'.	No
2376429	_derivationally_related_form	876665	"Is the following triple valid? Head: pursue, carry further or advance; ""Can you act on this matter soon?"", Relation: derivationally related form, Tail: consult, have a conference in order to talk something over; ""We conferred about a plan of action"". Answer with 'Yes' or 'No'."	No
10141811	_hypernym	14717275	Is the following triple valid? Head: grand dragon, a high ranking person in the Ku Klux Klan, Relation: hypernym, Tail: bronze, an alloy of copper and tin and sometimes other elements; also any copper-base alloy containing other elements in place of tin. Answer with 'Yes' or 'No'.	No
3353281	_hypernym	10785333	"Is the following triple valid? Head: fitment, any of the items furnishing or equipping a room (especially built-in furniture); ""she liked the kitchen fitments"", Relation: hypernym, Tail: withdrawer, an individualist who withdraws from social interaction. Answer with 'Yes' or 'No'."	No
241689	_derivationally_related_form	14215331	"Is the following triple valid? Head: wither, wither, as with a loss of moisture; ""The fruit dried and shriveled"", Relation: derivationally related form, Tail: blight, any plant disease resulting in withering without rotting. Answer with 'Yes' or 'No'."	Yes
2310895	_derivationally_related_form	12291959	"Is the following triple valid? Head: straight, having no deviations; ""straight lines""; ""straight roads across the desert""; ""straight teeth""; ""straight shoulders"", Relation: derivationally related form, Tail: tulip gentian, one of the most handsome prairie wildflowers having large erect bell-shaped bluish flowers; of moist places in prairies and fields from eastern Colorado and Nebraska south to New Mexico and Texas. Answer with 'Yes' or 'No'."	No
1354006	_member_meronym	12673328	"Is the following triple valid? Head: seal off, make tight; secure against leakage; ""seal the windows"", Relation: member meronym, Tail: twinflower, creeping evergreen subshrub of the northern parts of Europe and Asia with delicate fragrant tubular bell-shaped usually pink flowers borne in pairs. Answer with 'Yes' or 'No'."	No
607542	_synset_domain_topic_of	5451384	Is the following triple valid? Head: cabinetwork, the craft of making furniture (especially furniture of high quality), Relation: synset domain topic of, Tail: lymphocyte, an agranulocytic leukocyte that normally makes up a quarter of the white blood cell count but increases in the presence of infection. Answer with 'Yes' or 'No'.	No
784727	_verb_group	2980625	"Is the following triple valid? Head: ask, direct or put; seek an answer to; ""ask a question"", Relation: verb group, Tail: rook, (chess) the piece that can move any number of unoccupied squares in a direction parallel to the sides of the chessboard. Answer with 'Yes' or 'No'."	Yes
11923016	_hypernym	8644722	"Is the following triple valid? Head: genus anthemis, dog fennel, Relation: hypernym, Tail: rural area, an area outside of cities and towns; ""his poetry celebrated the slower pace of life in the country"". Answer with 'Yes' or 'No'."	No
259643	_derivationally_related_form	14189837	Is the following triple valid? Head: recompense, the act of compensating for service or loss or injury, Relation: derivationally related form, Tail: septicemia, invasion of the bloodstream by virulent microorganisms from a focus of infection. Answer with 'Yes' or 'No'.	Yes
