head,tail,expected_relation,predicted_relation
6295235,4356056,member of domain usage,hypernym
3509025,2333358,derivationally related form,derivationally related form
2636516,2203362,hypernym,verb group
14986004,287560,derivationally related form,derivationally related form
26385,13549488,derivationally related form,verb group
12812665,11579418,hypernym,hypernym
900726,1688771,derivationally related form,hypernym
14997888,14868564,hypernym,similar to
8293982,8305942,member meronym,member meronym
12698905,11585340,hypernym,hypernym
10734963,3612965,derivationally related form,member of domain usage
11659068,11659248,member meronym,hypernym
13994148,13991823,hypernym,similar to
838043,10201535,derivationally related form,derivationally related form
6183899,10705615,derivationally related form,member of domain usage
2698944,7108123,derivationally related form,derivationally related form
8725454,8633957,instance hypernym,instance hypernym
7939159,2066304,derivationally related form,derivationally related form
1831519,1833283,member meronym,member meronym
12039743,12045695,member meronym,member meronym
9758643,2516594,derivationally related form,verb group
821580,821765,verb group,verb group
30010,7128060,derivationally related form,similar to
326619,246940,derivationally related form,verb group
2234087,9784707,derivationally related form,derivationally related form
1787835,1767661,hypernym,instance hypernym
8032594,759694,synset domain topic of,instance hypernym
2895154,2740764,hypernym,hypernym
1084331,464894,synset domain topic of,member of domain usage
2225959,2227773,member meronym,also see
2041678,1060198,derivationally related form,derivationally related form
7030718,7028373,hypernym,member of domain usage
7993109,7951464,hypernym,member of domain region
11472699,11428023,hypernym,similar to
2575766,2580055,member meronym,member meronym
10122441,9972661,hypernym,similar to
1348075,1347583,hypernym,hypernym
7986771,5778131,synset domain topic of,synset domain topic of
1447868,1675780,also see,verb group
12892226,12898959,member meronym,member meronym
8522872,8521816,hypernym,similar to
10829450,10020890,instance hypernym,instance hypernym
1788730,8102555,hypernym,hypernym
192836,10056103,derivationally related form,derivationally related form
389638,224901,hypernym,verb group
6248693,5996646,hypernym,synset domain topic of
11852255,11573660,hypernym,hypernym
1872635,1872772,member meronym,instance hypernym
9140148,8605261,has part,member of domain region
10018861,10677271,hypernym,also see
2923129,2727825,hypernym,hypernym
9275473,8813978,has part,member meronym
6880664,135285,derivationally related form,derivationally related form
897746,10207831,derivationally related form,verb group
1409523,1405044,hypernym,verb group
1467370,8565701,derivationally related form,verb group
9425607,1513838,derivationally related form,derivationally related form
1031256,318186,derivationally related form,verb group
2658670,1432517,hypernym,hypernym
305846,7116304,derivationally related form,derivationally related form
222135,264529,derivationally related form,hypernym
1723259,1656813,hypernym,hypernym
1344963,922594,also see,similar to
13124654,2652590,derivationally related form,hypernym
1277974,3376279,derivationally related form,also see
11894173,11894770,member meronym,instance hypernym
8740875,8742743,has part,instance hypernym
9631,10054,hypernym,verb group
1408383,1408547,member meronym,member meronym
1709278,1657723,hypernym,hypernym
8860123,5689109,member of domain region,member of domain region
13448778,13518963,hypernym,instance hypernym
3826,1740,hypernym,verb group
2467003,2467203,verb group,verb group
1019524,1018630,hypernym,similar to
4634540,857923,derivationally related form,similar to
6028904,6027264,hypernym,hypernym
1484982,452512,hypernym,verb group
1765392,1764800,hypernym,verb group
358431,9488259,derivationally related form,verb group
10252354,13950812,hypernym,member meronym
2222718,2224323,member meronym,member meronym
14514805,14514039,hypernym,similar to
1813668,7527817,derivationally related form,similar to
12954185,12954353,member meronym,member meronym
6838543,6828818,hypernym,instance hypernym
10644179,1230350,derivationally related form,derivationally related form
8506641,8673395,hypernym,hypernym
650353,618878,hypernym,verb group
120202,1965156,derivationally related form,verb group
98385,97504,hypernym,member of domain usage
1726960,1729838,member meronym,member meronym
12005500,11579418,hypernym,hypernym
903385,806049,hypernym,verb group
559919,4992570,derivationally related form,derivationally related form
2258600,1076793,also see,similar to
162632,1021420,derivationally related form,derivationally related form
10488016,6055946,derivationally related form,synset domain topic of
10435,13615,verb group,verb group
12800832,12800586,hypernym,hypernym
13456071,573247,derivationally related form,derivationally related form
378479,2761685,derivationally related form,verb group
12163649,12164065,member meronym,member meronym
6363778,6349220,hypernym,hypernym
10310903,7846,hypernym,similar to
4160586,2691156,hypernym,hypernym
10089615,2527431,derivationally related form,derivationally related form
4567222,3720163,hypernym,instance hypernym
1407904,464894,synset domain topic of,member of domain usage
1315581,2533075,derivationally related form,hypernym
4990525,4990220,hypernym,member of domain usage
593669,5781145,derivationally related form,derivationally related form
3421768,8199025,synset domain topic of,member of domain usage
1072780,1182293,derivationally related form,derivationally related form
2238743,1759182,hypernym,member of domain usage
9117351,9453288,has part,has part
6232880,6224136,hypernym,instance hypernym
614057,10007109,derivationally related form,similar to
296178,999787,derivationally related form,verb group
812580,9997404,derivationally related form,derivationally related form
7560903,7560652,hypernym,hypernym
2494356,2495038,hypernym,verb group
6822198,983333,derivationally related form,derivationally related form
1771966,1342529,hypernym,hypernym
6688522,2356567,derivationally related form,derivationally related form
5519085,5520699,has part,has part
12396924,2949691,has part,hypernym
9911849,4878646,derivationally related form,similar to
1089137,1088923,hypernym,verb group
367685,146856,derivationally related form,verb group
1126051,7298154,derivationally related form,derivationally related form
12150447,12149751,hypernym,member meronym
14319454,14299637,hypernym,hypernym
13751829,13745420,hypernym,hypernym
1627947,1627355,hypernym,verb group
2434238,8008335,derivationally related form,hypernym
1454636,4495843,derivationally related form,verb group
9282724,511855,derivationally related form,similar to
11705921,11706325,member meronym,hypernym
11322178,10599806,instance hypernym,instance hypernym
673710,176618,derivationally related form,derivationally related form
2491107,2490219,hypernym,hypernym
11692952,11739530,member meronym,member meronym
392950,1351170,derivationally related form,verb group
12134025,12141495,hypernym,hypernym
1743217,10413834,derivationally related form,similar to
11766609,11773860,member meronym,member meronym
4429756,3082979,synset domain topic of,hypernym
1745536,652659,derivationally related form,derivationally related form
12759496,11567411,hypernym,hypernym
8025497,8392137,instance hypernym,instance hypernym
82714,78760,hypernym,verb group
15015501,504901,derivationally related form,derivationally related form
2460684,1864707,hypernym,instance hypernym
883226,7229530,derivationally related form,similar to
9904057,10372373,hypernym,instance hypernym
11651259,11653323,member meronym,member meronym
1313411,214951,hypernym,verb group
9049303,9112282,has part,member meronym
7990956,1503061,member meronym,member meronym
1023820,2372605,derivationally related form,verb group
4119892,2362798,derivationally related form,derivationally related form
119873,109660,hypernym,verb group
13140699,13143930,member meronym,member meronym
13289845,13384557,hypernym,hypernym
1487311,2924023,derivationally related form,derivationally related form
775943,796886,hypernym,instance hypernym
15224293,8441203,synset domain topic of,member of domain usage
2446352,2445715,hypernym,instance hypernym
2418872,638981,also see,similar to
827379,1271189,derivationally related form,verb group
9934921,13384557,derivationally related form,member of domain usage
1726390,1751621,member meronym,member meronym
945401,407535,hypernym,hypernym
8860123,10525878,member of domain region,member of domain region
549472,549284,hypernym,similar to
3457793,3461119,hypernym,hypernym
5088804,5083328,hypernym,similar to
1733213,543233,synset domain topic of,synset domain topic of
2249018,6356515,derivationally related form,member of domain usage
6990000,6986558,hypernym,hypernym
5706954,5706629,hypernym,similar to
535844,7829412,derivationally related form,derivationally related form
8163273,8163792,hypernym,hypernym
2950482,3467984,hypernym,hypernym
10084295,15147330,derivationally related form,hypernym
366691,4975340,derivationally related form,similar to
11864602,11565385,hypernym,hypernym
10386071,7846,hypernym,hypernym
2499178,1864707,hypernym,hypernym
3350602,454237,synset domain topic of,member of domain usage
505151,126264,hypernym,verb group
8594886,8199025,synset domain topic of,member meronym
8730550,9316454,instance hypernym,instance hypernym
4635631,4616059,hypernym,hypernym
12546015,12546962,member meronym,hypernym
2067100,2067240,member meronym,instance hypernym
7398097,2186506,derivationally related form,derivationally related form
1877620,1835496,hypernym,verb group
3598151,3381776,hypernym,hypernym
2547225,14440137,derivationally related form,derivationally related form
552253,126264,hypernym,verb group
2129709,5656537,derivationally related form,member of domain usage
8293982,8008335,hypernym,hypernym
9767197,1095899,derivationally related form,verb group
7118002,951206,derivationally related form,derivationally related form
8842258,9203827,instance hypernym,instance hypernym
13949576,2099774,derivationally related form,similar to
1775879,1781274,member meronym,member meronym
14947807,523436,derivationally related form,derivationally related form
10268629,8375526,derivationally related form,similar to
12646950,13112664,hypernym,hypernym
13444131,13446390,hypernym,hypernym
1683724,1656813,hypernym,member meronym
607405,5996646,derivationally related form,synset domain topic of
5075602,2333689,derivationally related form,derivationally related form
10433164,1941093,derivationally related form,verb group
9409203,2684,hypernym,hypernym
2271740,1759182,hypernym,member meronym
12619306,12623368,member meronym,member meronym
10384214,6073494,derivationally related form,derivationally related form
422551,421437,hypernym,hypernym
354634,1859221,hypernym,verb group
1485158,1103788,derivationally related form,member of domain usage
1401772,1400044,hypernym,verb group
5313535,5254795,hypernym,has part
3196324,3082979,hypernym,hypernym
3894051,3003730,hypernym,instance hypernym
3004824,3024064,has part,has part
1109863,959992,derivationally related form,member of domain usage
1453433,2677797,also see,verb group
14084880,14052403,hypernym,hypernym
471277,557588,hypernym,member of domain usage
11799732,11800236,has part,hypernym
2499312,2501738,hypernym,verb group
1190561,8441203,synset domain topic of,member of domain usage
11527967,11419404,hypernym,hypernym
2058794,2094755,also see,similar to
834198,1642924,derivationally related form,verb group
10502950,1155044,derivationally related form,derivationally related form
1068012,1066163,hypernym,hypernym
5893653,5833840,hypernym,hypernym
2676789,2707429,verb group,verb group
11947251,13118707,hypernym,hypernym
6503224,277399,derivationally related form,derivationally related form
13192025,13199244,member meronym,member meronym
9790482,644583,derivationally related form,derivationally related form
13248928,13248393,hypernym,hypernym
4692908,4692157,hypernym,similar to
427397,2609764,hypernym,verb group
653719,634586,hypernym,similar to
3066658,10978098,derivationally related form,instance hypernym
2196690,7828987,derivationally related form,derivationally related form
1402381,1402169,member meronym,hypernym
8977948,8978161,has part,instance hypernym
246217,247390,hypernym,verb group
7974025,739662,derivationally related form,member of domain usage
85626,3673594,derivationally related form,also see
12423565,12445848,member meronym,member meronym
527367,1159964,derivationally related form,derivationally related form
650353,4748836,derivationally related form,derivationally related form
9454265,9215664,instance hypernym,instance hypernym
12150969,12150028,hypernym,hypernym
12538603,12540250,member meronym,member meronym
8860123,3476684,member of domain region,member of domain region
1438720,1440344,member meronym,member meronym
8860123,13249245,member of domain region,member of domain region
363052,362659,hypernym,hypernym
7705931,13134947,hypernym,hypernym
252019,13489037,derivationally related form,also see
7193184,788184,derivationally related form,derivationally related form
514871,248063,derivationally related form,derivationally related form
7298154,2596493,derivationally related form,derivationally related form
9683306,9682291,hypernym,member meronym
2157557,5470189,hypernym,hypernym
13550089,6055946,synset domain topic of,synset domain topic of
2038791,5068080,derivationally related form,similar to
7331210,7427337,hypernym,hypernym
9375693,9360122,instance hypernym,instance hypernym
1394464,358290,derivationally related form,hypernym
3009269,1949817,derivationally related form,synset domain topic of
3499142,3290771,hypernym,hypernym
13812607,10236304,derivationally related form,hypernym
1751979,1752165,member meronym,member meronym
138599,1431879,derivationally related form,similar to
12515711,12515925,has part,hypernym
2346823,1862557,hypernym,hypernym
1987353,1987545,member meronym,hypernym
2104882,2104523,hypernym,hypernym
566895,126264,hypernym,verb group
8000304,2727039,derivationally related form,also see
1369346,1259691,also see,verb group
4062179,3579982,hypernym,hypernym
3845550,4074482,hypernym,hypernym
8419163,2210855,derivationally related form,member of domain usage
476389,457228,has part,has part
10070711,10047459,hypernym,similar to
1736569,1736796,member meronym,member meronym
9797113,720808,derivationally related form,derivationally related form
330003,328802,hypernym,verb group
12551457,13104059,hypernym,instance hypernym
1547641,1494310,hypernym,verb group
925873,545557,verb group,verb group
1662771,3779621,derivationally related form,derivationally related form
10299700,1430633,derivationally related form,similar to
331102,2753255,derivationally related form,derivationally related form
12586110,11556857,hypernym,hypernym
12166128,12157769,hypernym,hypernym
785962,10207831,derivationally related form,member of domain usage
15153787,15144371,hypernym,hypernym
1680836,6102476,derivationally related form,similar to
2504131,123170,derivationally related form,derivationally related form
1941987,300441,synset domain topic of,member of domain usage
6770875,6722453,hypernym,hypernym
382493,7416441,derivationally related form,derivationally related form
28651,27167,has part,hypernym
10141590,10373998,hypernym,hypernym
1086103,10542888,derivationally related form,verb group
1955127,61290,derivationally related form,verb group
768778,159899,derivationally related form,derivationally related form
1180695,1557614,also see,similar to
10661563,6249177,derivationally related form,member of domain usage
2690093,2655135,hypernym,verb group
3536348,1661804,derivationally related form,derivationally related form
8860123,10229721,member of domain region,member of domain region
2769290,3996416,hypernym,hypernym
365188,126264,hypernym,verb group
1921204,291965,derivationally related form,derivationally related form
8860123,5909384,member of domain region,member of domain region
2072673,4055180,derivationally related form,derivationally related form
12185078,11575425,hypernym,instance hypernym
2593107,2413480,hypernym,verb group
14547369,1017738,derivationally related form,similar to
1323338,15032376,derivationally related form,verb group
7110615,10599806,derivationally related form,hypernym
2431337,2431122,hypernym,similar to
928015,831651,hypernym,verb group
318816,3281935,derivationally related form,derivationally related form
1084866,1084588,verb group,verb group
12511046,11585340,hypernym,hypernym
12423565,12443144,member meronym,member meronym
431610,140123,hypernym,verb group
1012712,483801,derivationally related form,derivationally related form
58645,56930,hypernym,verb group
6238,104868,hypernym,verb group
12787565,12791539,member meronym,member meronym
11708181,11708442,member meronym,also see
3649909,1319562,derivationally related form,derivationally related form
10745332,9863238,hypernym,hypernym
9977520,974786,derivationally related form,derivationally related form
12932532,11585340,hypernym,hypernym
1690294,933420,synset domain topic of,synset domain topic of
11911591,11938977,member meronym,member meronym
1884348,1884476,member meronym,instance hypernym
9993252,1997862,derivationally related form,similar to
9207288,8848094,has part,instance hypernym
7519773,1782650,derivationally related form,derivationally related form
2642634,1767661,derivationally related form,derivationally related form
1408153,464894,synset domain topic of,member of domain usage
2708224,3082979,hypernym,hypernym
61079,60833,hypernym,similar to
699626,6511874,derivationally related form,derivationally related form
1521367,7443010,derivationally related form,derivationally related form
14094068,14058563,hypernym,hypernym
1118081,788821,derivationally related form,derivationally related form
8293490,7951464,hypernym,hypernym
65070,14324274,derivationally related form,derivationally related form
2245993,2244956,verb group,verb group
5407119,5404728,hypernym,hypernym
1999374,1999767,member meronym,hypernym
13631037,13601596,hypernym,hypernym
7335414,388635,derivationally related form,derivationally related form
996969,489837,derivationally related form,verb group
2129289,2156225,verb group,verb group
24279,22686,hypernym,verb group
1728840,3565402,derivationally related form,derivationally related form
2589576,9906538,derivationally related form,similar to
720565,2382087,derivationally related form,verb group
9411430,9475292,has part,has part
2686952,13913427,derivationally related form,verb group
201407,751145,derivationally related form,similar to
9761403,618734,derivationally related form,member of domain usage
2460684,2460817,member meronym,instance hypernym
5936704,5928118,hypernym,hypernym
14770838,4528630,hypernym,instance hypernym
2952109,3309808,hypernym,similar to
2711835,3390983,derivationally related form,verb group
2461701,1864707,hypernym,hypernym
1237872,405236,derivationally related form,derivationally related form
239321,109660,hypernym,verb group
6295235,3688192,member of domain usage,member of domain usage
6498569,6836714,member meronym,has part
842692,2765692,derivationally related form,verb group
8976913,8524735,instance hypernym,instance hypernym
2394822,1862557,hypernym,member meronym
1704953,929718,synset domain topic of,member of domain usage
8847694,9044190,has part,member meronym
217700,7364115,derivationally related form,derivationally related form
6451891,6433249,has part,has part
8230679,8227214,hypernym,instance hypernym
1600909,1507175,hypernym,hypernym
12915400,11566230,hypernym,hypernym
443670,9260466,derivationally related form,derivationally related form
12536665,11585340,hypernym,hypernym
5826469,667942,derivationally related form,derivationally related form
1809064,725274,hypernym,verb group
5802547,642644,derivationally related form,also see
12226322,12233759,member meronym,hypernym
1538161,1534147,hypernym,verb group
2844728,3089348,derivationally related form,similar to
11335878,10323182,instance hypernym,instance hypernym
824066,6711855,derivationally related form,derivationally related form
14557898,6043075,synset domain topic of,synset domain topic of
7849336,7555863,hypernym,hypernym
8154960,8153437,hypernym,instance hypernym
1677387,1675963,hypernym,verb group
10033082,47945,derivationally related form,derivationally related form
2585489,10379758,derivationally related form,hypernym
7409475,1892104,derivationally related form,verb group
6440937,6394865,instance hypernym,instance hypernym
8761868,8691669,instance hypernym,instance hypernym
766234,745005,hypernym,hypernym
8761244,8762104,has part,member meronym
12678548,7765208,has part,hypernym
9027089,8633957,instance hypernym,instance hypernym
5271814,5269901,hypernym,member meronym
9069862,9070363,has part,member of domain region
5780104,692329,derivationally related form,similar to
14888310,14731135,hypernym,instance hypernym
1823279,1507175,hypernym,hypernym
1042531,907930,verb group,similar to
14526182,14524849,hypernym,hypernym
11924014,11672400,hypernym,instance hypernym
7714078,7713895,hypernym,hypernym
11771383,11567411,hypernym,hypernym
11942366,11942487,member meronym,hypernym
194645,191142,hypernym,derivationally related form
2694933,918872,hypernym,verb group
10484858,8441203,synset domain topic of,member of domain usage
1079480,1080691,verb group,verb group
5059830,2369633,derivationally related form,derivationally related form
591622,9984298,derivationally related form,similar to
11067885,10515194,instance hypernym,instance hypernym
1176931,10349243,derivationally related form,derivationally related form
879540,2401523,hypernym,verb group
3763403,3763133,hypernym,instance hypernym
9114696,9115315,has part,member meronym
4143712,3265874,hypernym,similar to
7075172,8245425,member of domain usage,member of domain usage
12366313,13123431,hypernym,similar to
2619738,2619861,member meronym,hypernym
7170753,623151,derivationally related form,verb group
1331237,1329239,hypernym,verb group
12118414,12135898,hypernym,hypernym
5186306,8441203,synset domain topic of,member of domain usage
5958427,5943300,hypernym,instance hypernym
2585489,1803003,hypernym,similar to
2760658,181476,derivationally related form,hypernym
2397637,373544,derivationally related form,derivationally related form
1973125,3693973,derivationally related form,verb group
2581957,7778938,has part,instance hypernym
8960987,9721244,member meronym,member of domain region
7143137,876665,derivationally related form,derivationally related form
10141811,10162991,hypernym,hypernym
3353281,3405725,hypernym,hypernym
2771320,14215331,derivationally related form,derivationally related form
2310895,5074057,derivationally related form,similar to
12673178,12673328,member meronym,instance hypernym
607542,3405725,synset domain topic of,hypernym
784727,784342,verb group,verb group
8645212,8644722,hypernym,hypernym
259643,2672540,derivationally related form,verb group
12860254,11579418,hypernym,instance hypernym
159880,5751794,derivationally related form,member of domain usage
879764,753428,hypernym,verb group
14687513,291873,derivationally related form,derivationally related form
1726879,1726172,hypernym,verb group
12411084,12418356,member meronym,member meronym
8921850,8925957,has part,member meronym
2044278,295172,derivationally related form,verb group
1938155,1938312,member meronym,member meronym
1504699,622266,derivationally related form,derivationally related form
10383689,10631941,hypernym,hypernym
3974671,4548771,hypernym,hypernym
5747582,5733583,hypernym,hypernym
1465994,8102555,hypernym,hypernym
2110552,2110220,hypernym,verb group
11860801,11573660,hypernym,hypernym
6954183,6953731,hypernym,member meronym
13573181,379774,derivationally related form,derivationally related form
11920867,11579418,hypernym,hypernym
614999,74624,derivationally related form,verb group
1369758,1657977,also see,verb group
1110274,2244956,derivationally related form,verb group
4259771,3733925,hypernym,instance hypernym
14245405,14246359,hypernym,hypernym
8334087,8329453,hypernym,hypernym
1527617,1525720,hypernym,hypernym
4478889,3214253,hypernym,similar to
3249342,4202417,hypernym,hypernym
2368563,1862557,hypernym,hypernym
5532225,5534712,has part,has part
539936,14485249,derivationally related form,derivationally related form
3278248,3033362,has part,has part
6714976,2457825,derivationally related form,derivationally related form
